url,date_published,title,newsorg
https://punchng.com/gas-flaring-in-nigeria/,2020-01-01,Gas flaring in Nigeria,punchng.com
https://www.itv.com/news/2020-01-01/ex-first-minister-threatened-to-expose-fears-over-g8-security-costs/,2020-01-01,Ex-first minister threatened to expose fears over G8 security costs,itv.com
https://www.itv.com/news/2020-01-01/ba-begins-offsetting-carbon-from-domestic-flights/,2020-01-01,BA begins offsetting carbon from domestic flights,itv.com
https://www.itv.com/news/2020-01-01/clean-energy-sources-outstripped-fossil-fuels-for-first-time-in-2019/,2020-01-01,Clean energy sources outstripped fossil fuels for first time in 2019,itv.com
https://www.itv.com/news/2020-01-01/universal-social-charge-will-not-be-abolished-in-the-next-five-years-martin/,2020-01-01,Universal Social Charge will not be abolished in the next five years – Martin,itv.com
https://www.dailytrust.com.ng/goodbye-yesterday-welcome-today.html,2020-01-01,"Goodbye yesterday, welcome today – Daily Trust",dailytrust.com.ng
https://guardian.ng/energy/nigerias-power-sector-dismal-performance-in-2019/,2020-01-01,Nigeria’s power sector dismal performance in 2019,guardian.ng
https://guardian.ng/opinion/2020-africa-and-the-burden-of-development/,2020-01-01,2020: Africa and the burden of development,guardian.ng
https://www.itv.com/news/2020-01-01/what-the-papers-say-january-1/,2020-01-01,What the papers say – January 1,itv.com
https://www.itv.com/news/2020-01-01/navy-ships-and-military-aircraft-called-in-to-australias-wildfire-crisis/,2020-01-01,Navy ships and military aircraft called in to Australia’s wildfire crisis,itv.com
https://thenews-chronicle.com/australia-burns-fireworks-bush-fires-and-denial/,2020-01-01,"Australia Burns: Fireworks, Bush Fires and Denial",thenews-chronicle.com
https://thenationonlineng.net/don-raises-alarm-on-animal-diseases/,2020-01-01,Don raises alarm on animal diseases,thenationonlineng.net
https://thenews-chronicle.com/world-welcomes-2020-but-wildfires-protests-cast-a-pall-over-some-celebrations/,2020-01-01,"World welcomes 2020, but wildfires, protests, cast a pall over some celebrations",thenews-chronicle.com
https://www.vanguardngr.com/2020/01/the-beat-goes-on-fireworks-smoke-and-tear-gas-start-new-decade/,2020-01-01,"The beat goes on: fireworks, smoke and tear gas start new decade",vanguardngr.com
https://punchng.com/fireworks-smoke-tear-gas-start-new-decade/,2020-01-01,"Fireworks, smoke, tear gas start new decade",punchng.com
https://www.pmnewsnigeria.com/2020/01/01/imo-hits-n1billion-igr-under-ihedioha/,2020-01-01,Imo hits N1billion IGR under Ihedioha,pmnewsnigeria.com
https://www.pmnewsnigeria.com/2020/01/01/imo-state-hits-n1billion-igr-under-ihedioha/,2020-01-01,Imo state hits N1billion IGR under Ihedioha,pmnewsnigeria.com
https://www.von.gov.ng/climate-breakdown-playing-a-key-in-most-natural-disasters/,2020-01-01,Climate breakdown playing a key in most natural disasters,von.gov.ng
http://www.nigerianeye.com/2020/01/gov-iihedioha-claims-imo-state-igr-hit.html,2020-01-01,Gov IIhedioha claims Imo state IGR hit N1billion | Latest Nigerian News,nigerianeye.com
https://scannewsnigeria.com/politics/new-year-broadcast-delivered-by-the-governor-of-imo-state-his-excellency-rt-hon-emeka-ihedioha-con-wednesday-january-1-2020/,2020-01-01,"NEW YEAR BROADCAST DELIVERED BY THE GOVERNOR OF IMO STATE, HIS EXCELLENCY, RT. HON. EMEKA IHEDIOHA, CON. WEDNESDAY, JANUARY 1, 2020.",scannewsnigeria.com
https://www.vanguardngr.com/2020/01/icen-sets-2020-agenda-for-buhari/,2020-01-01,ICEN sets 2020 agenda for Buhari,vanguardngr.com
https://www.blueprint.ng/nigeria-7-5m-people-in-need-of-humanitarian-assistance-in-n-east/,2020-01-01,Nigeria: 7.5m people in need of humanitarian assistance in N/east,blueprint.ng
https://bizwatchnigeria.ng/sanwo-olu-assents-to-n1-168-trillion-for-lagos-state-budget/,2020-01-01,Sanwo-Olu Assents to N1.168 trillion for Lagos State Budget,bizwatchnigeria.ng
https://thewillnigeria.com/news/opinion-2020-africa-and-the-burden-of-development/,2020-01-01,OPINION: 2020; AFRICA AND THE BURDEN OF DEVELOPMENT,thewillnigeria.com
https://www.channelstv.com/2020/01/01/australia-gives-tourists-48-hours-to-vacate-fire-ravaged-communities/,2020-01-01,Australia Gives Tourists 48 Hours To Vacate Fire-Ravaged Communities,channelstv.com
https://www.itv.com/news/2020-01-02/experts-hail-success-for-englands-only-wild-beavers/,2020-01-02,Experts hail success for England’s only wild beavers,itv.com
https://thenationonlineng.net/25-undergraduates-postgraduates-smile/,2020-01-02,"25 undergraduates, postgraduates smile",thenationonlineng.net
https://guardian.ng/features/science/private-sector-and-public-health-collaboration-for-emergency-preparedness-in-nigeria/,2020-01-02,Private sector and public health collaboration for emergency preparedness in Nigeria,guardian.ng
https://guardian.ng/features/why-rwanda-leaves-other-african-nations-behind/,2020-01-02,Why Rwanda leaves other African nations behind,guardian.ng
https://guardian.ng/politics/ninth-nass-leadership-and-n37-billion-complex-renovation-controversy/,2020-01-02,Ninth NASS leadership and N37 billion complex renovation controversy,guardian.ng
https://thenews-chronicle.com/we-were-prepared-for-imo-2020-major-miners-say/,2020-01-02,"We Were Prepared For IMO 2020, Major Miners Say",thenews-chronicle.com
https://businessday.ng/energy/article/dangote-refinery-placing-nigeria-firmly-on-the-global-landscape/,2020-01-02,Dangote Refinery: Placing Nigeria Firmly on the Global Landscape,businessday.ng
https://www.von.gov.ng/climate-change-brings-major-challenges-for-eu-in-2020/,2020-01-02,Climate change brings major challenges for EU in 2020,von.gov.ng
https://www.premiumtimesng.com/foreign/world-foreign/370903-trump-not-listed-as-part-of-u-s-delegation-to-world-summit-in-davos.html,2020-01-02,Trump not listed as part of U.S. delegation to World Summit in Davos,premiumtimesng.com
https://businessday.ng/markets/article/the-outlook-for-market-in-2020-is-attractive/,2020-01-02,The outlook for market in 2020 is attractive,businessday.ng
https://dailytimes.ng/2020/01/02/trump-not-listed-as-part-of-u-s-delegation-to-world-summit-in-davos/,2020-01-02,Trump not listed as part of U.S. delegation to World Summit in Davos,dailytimes.ng
https://www.itv.com/news/2020-01-02/toddler-son-of-volunteer-firefighter-killed-battling-australia-bushfires-receives-father-s-posthumous-awards-at-funeral/,2020-01-02,Toddler son of volunteer firefighter killed battling Australia bushfires receives father's posthumous awards at funeral,itv.com
https://dailypost.ng/2020/01/02/trump-misses-out-as-us-releases-list-of-delegates-to-world-summit/,2020-01-02,Trump misses out as US releases list of delegates to World Summit,dailypost.ng
http://www.nigerianeye.com/2020/01/trump-misses-out-as-us-releases-list-of.html,2020-01-02,Trump misses out as US releases list of delegates to World Summit,nigerianeye.com
https://www.itv.com/news/2020-01-02/golden-globes-to-serve-plant-based-meal-at-awards-ceremony/,2020-01-02,Golden Globes to serve plant-based menu at awards show,itv.com
https://www.blueprint.ng/revenue-concern-for-nigeria-others-brightens-as-oil-starts-new-year-higher/,2020-01-02,"Revenue concern for Nigeria, others brightens as oil starts new year higher",blueprint.ng
https://www.nan.ng/news/cop25-youth-delegate-urges-developing-countries-to-strengthen-pre-cop-homework-for-better-outcomes/,2020-01-02,COP25: Youth delegate urges developing countries to strengthen Pre- COP homework for better outcomes,nan.ng
https://www.today.ng/news/world/donald-trump-listed-delegation-summit-davos-271775,2020-01-02,Donald Trump not listed as part of US delegation to World Summit in Davos,today.ng
https://thenationonlineng.net/hope-rising-for-agriculture/,2020-01-03,Hope rising for agriculture,thenationonlineng.net
https://www.itv.com/news/2020-01-03/last-decade-was-second-hottest-in-past-100-years-met-office/,2020-01-03,Last decade was second hottest in past 100 years – Met Office,itv.com
https://tribuneonlineng.com/carnival-calabar-positions-nigeria-on-global-stage-ranked-among-top-four/,2020-01-03,"Carnival Calabar positions Nigeria on global stage, ranked among top four",tribuneonlineng.com
https://www.vanguardngr.com/2020/01/rethinking-our-world-in-the-shadow-of-the-powerful-2/,2020-01-03,Rethinking our world in the shadow of the powerful,vanguardngr.com
https://businessday.ng/health/article/asthma-a-travel-message-is-it-a-storm-or-fair-weather/,2020-01-03,Asthma: A travel message - Is it a storm or fair weather?,businessday.ng
https://www.vanguardngr.com/2020/01/today-in-history-over-2000-people-are-killed-in-north-east-nigeria-and-more/,2020-01-03,"Today In History: Over 2,000 people are killed in north-east Nigeria",vanguardngr.com
https://www.von.gov.ng/indonesia-plans-cloud-seeding-to-halt-rain/,2020-01-03,Indonesia plans cloud seeding to halt rain,von.gov.ng
https://www.von.gov.ng/australia-fires-navy-rescues-people-from-fire-hit-mallacoota/,2020-01-03,Australia fires: Navy rescues people from fire-hit Mallacoota,von.gov.ng
https://www.pmnewsnigeria.com/2020/01/03/flood-indonesia-plans-cloud-seeding-to-halt-rain/,2020-01-03,Flood: Indonesia plans cloud seeding to halt rain,pmnewsnigeria.com
https://www.worldstagegroup.com/flood-indonesia-plans-cloud-seeding-to-halt-rain-as-death-toll-rises-to-43/,2020-01-03,"Flood: Indonesia plans cloud seeding to halt rain, as death toll rises to 43",worldstagegroup.com
https://www.today.ng/news/world/flood-indonesia-plans-cloud-seeding-halt-rain-271875,2020-01-03,Flood: Indonesia plans cloud seeding to halt rain,today.ng
